timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1485545687401463,0,0,-4,-2,-3,-1,0,-2
1485545687401463,2,1,-1,0,-3,-1,0,0
1485545687403465,-4,-1,1,-2,0,-2,0,-2
1485545687403465,-2,0,-2,-3,-2,-1,-1,-2
1485545687415973,-2,-1,-2,-4,-2,-1,-1,0
1485545687415973,0,-4,-1,4,1,-1,-3,-1
1485545687422978,-2,-2,-1,-5,-2,-1,-1,1
1485545687422978,0,1,3,1,-1,1,-1,0
1485545687438990,-1,-4,-3,6,-1,-1,0,-2
1485545687438990,-4,1,0,-1,0,-1,-2,-1
1485545687441000,0,0,-4,-6,-2,2,0,-1
1485545687441000,-3,-7,-3,17,-2,-3,-1,-1
1485545687461506,1,5,-2,-3,-3,0,-1,-1
1485545687461506,-1,1,-4,-3,-1,1,-2,0
1485545687463516,-1,0,2,0,-4,-3,-2,-2
1485545687463516,0,1,-2,-3,1,-1,-1,-2
1485545687476015,-3,-3,1,4,1,-3,0,1
1485545687476015,2,-2,-1,-2,0,-1,0,-1
1485545687483020,0,-3,2,2,-2,0,-1,0
1485545687483020,0,0,-2,-2,-1,0,0,-2
1485545687499031,-3,-2,-3,-1,-1,-1,0,0
1485545687499031,-2,-1,0,-4,-2,-1,0,-3
1485545687501033,-3,-5,-2,-1,4,3,0,0
1485545687501033,-2,-3,2,10,-3,-1,-4,-2
1485545687521551,0,0,-1,1,0,-1,-1,0
1485545687521551,-1,-1,-2,-13,-3,-2,0,-2
1485545687523548,2,-1,1,-2,0,-3,-3,-2
1485545687523548,1,-2,-3,-3,2,-1,-1,0
1485545687535106,-1,-3,1,0,-3,1,-3,1
1485545687535106,-3,1,-2,3,2,1,-1,-1
1485545687544102,0,-3,0,2,-2,-2,1,-1
1485545687544102,-1,2,1,-9,-2,-1,-1,0
1485545687559121,-2,-4,0,0,3,-2,-1,-4
1485545687559121,-1,-1,-3,4,-1,-2,-2,1
1485545687560622,-1,2,0,-3,-3,-1,0,0
1485545687560622,1,-1,0,-7,1,-1,0,1
1485545687589141,-3,-3,-2,11,-1,-2,-3,-3
1485545687589141,0,1,3,-1,-1,-1,-1,0
1485545687590643,-1,1,-1,0,-3,-1,0,0
1485545687590643,-2,-2,-1,-5,-1,-2,-1,-1
1485545687595146,2,2,3,-6,0,-2,-1,0
1485545687595146,-3,-2,-5,3,0,-1,-1,-1
1485545687604143,-2,0,1,3,-1,-2,-1,-2
1485545687604143,1,-3,-2,-3,-1,0,-1,-1
1485545687619163,-1,-3,2,-6,0,0,1,-2
1485545687619163,0,0,0,2,0,-2,-1,-1
1485545687620669,-2,0,1,-1,1,-3,-1,-2
1485545687620669,0,-2,-1,2,0,-1,0,1
1485545687641680,-1,1,0,-1,-3,0,-5,-2
1485545687641680,0,1,-1,-3,-1,-3,-2,1
1485545687643180,0,-1,-3,0,-3,-1,-2,-1
1485545687643180,1,0,-3,-1,-1,-1,0,-2
1485545687655188,1,0,0,-1,-1,-1,2,0
1485545687655188,-1,0,-1,0,-4,-1,1,-1
1485545687664185,2,-3,1,1,1,1,0,0
1485545687664185,0,-2,-5,-1,-3,-1,-3,-1
1485545687679195,0,0,-3,-11,-2,-1,-3,-1
1485545687679195,1,-1,1,3,0,0,-2,1
1485545687680698,-2,-1,-4,-2,-1,-2,0,1
1485545687680698,-2,1,-3,6,0,-2,-1,0
1485545687701713,-2,-1,2,-1,-1,-1,1,-2
1485545687701713,-1,-3,-4,-3,0,-1,-1,-2
1485545687703213,0,0,-3,-1,0,0,-2,-2
1485545687703213,-2,-2,1,-3,0,-1,-1,1
1485545687715222,0,1,-8,3,1,1,0,-1
1485545687715222,-1,1,-2,-3,1,-1,0,-2
1485545687724228,0,0,0,3,-2,-1,0,-3
1485545687724228,1,-2,-1,0,-2,-1,0,0
1485545687739238,-1,-2,-1,-1,-3,-2,0,1
1485545687739238,-1,-3,1,-1,-3,-1,-1,0
1485545687740739,-1,3,-1,0,-2,1,-1,-1
1485545687740739,0,2,0,-4,-1,0,0,0
1485545687761754,-2,0,-1,2,1,-1,2,-1
1485545687761754,1,-1,-2,-1,-2,0,-3,0
1485545687763255,1,-2,0,-4,-2,2,-3,1
1485545687763255,1,-1,15,2,0,-2,-2,-2
1485545687775305,-3,0,-17,-10,-2,-4,0,-1
1485545687775305,-1,2,2,1,0,0,1,-1
1485545687784311,-3,0,-3,0,-1,-3,-1,-3
1485545687784311,-4,1,0,-5,-1,1,-1,-1
1485545687799321,2,-2,-1,2,2,0,-1,-1
1485545687799321,-1,-2,-1,-1,0,0,-2,-1
1485545687800821,-1,0,-2,-2,-1,-2,-1,1
1485545687800821,0,-2,-3,2,1,-1,1,-4
1485545687821837,-1,-3,1,-5,-2,-1,-2,-2
1485545687821837,-2,-1,-3,6,0,0,-1,1
1485545687823338,0,0,0,-3,0,0,2,0
1485545687823338,-3,-4,-8,10,-3,-3,-2,-2
